articleId,title,trueCategory,nbPred,lrPred,combinedPred,nbCorrect,lrCorrect,combinedCorrect
17,"Financial Times yazdı: Trump'ın İran savaşı ABD'yi vurdu! Tabutlar da fatura da büyüyor","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
18,"Bir ülke daha kararını verdi! 16 yaş altına sosyal medya yasaklandı","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
19,"SON DAKİKA HABERLER: ABD Başkanı Trump, İran'la olan savaşta Türkiye'nin tavrına dikkat çekti! 'Ankara şahane, Erdoğan harika bir lider'","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
20,"Kütüphaneler için güç birliği! Bakan Ersoy’dan yeni nesil model vurgusu","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
21,"Saç Dökülmesinde Rastgele Vitaminden Uzak Durun: Kalıcı Risk!","Genel","Siyaset","Siyaset","Siyaset",false,false,false
22,"Uzmanlar Uyarıyor: Psikiyatrik Tanı Sosyal Medyadan Konulmaz","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
23,"""ALS fark edilmeden ilerliyor""","Ekonomi","Teknoloji","Teknoloji","Teknoloji",false,false,false
24,"ABD'den İran'a 'Son Darbe' Hazırlığı: 10 Bin Asker Sevk Edildi","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
25,"ABD 'final darbesine' hazırlanıyor! İran ordusunda durum ne?","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
26,"Skandal 24 yıl önce ortaya çıkabilirdi: Epstein'i 2002’de yazdı ama susturuldu","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
27,"ABD-İsrail-İran savaşında son dakika... Savaşta bir ilk yaşandı: Yemen'den güney İsrail'e füze | Trump'tan Türkiye açıklaması","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
28,"100 milyon euro buhar oldu! Avrupa’nın en büyük banka soygununun perde arkası… İki gün boyunca fark edilmediler","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
29,"Steam'den Geliştiricilere Yeni Bölgesel Fiyat Rehberi","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
30,"Yasa Dışı Bahis ve Suç Gelirlerine Kapsamlı Darbe: 280 Bin Hesap Kapatıldı","Ekonomi","Teknoloji","Teknoloji","Teknoloji",false,false,false
31,"Trafikte 'Xenon far' terörü","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
32,"Apple’dan Siri için sürpriz yapay zekâ hamlesi: iPhone kullanıcıları artık ChatGPT yerine Claude ya da Gemini seçebilecek","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
33,"Apple'dan tarihi karar: Mac Pro'nun fişi çekiliyor","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
34,"Uzayda Üreme Tehlikede: Spermler Yönünü Şaşırdı","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
35,"Telefon Bataryaları Uzuyor: Çinli Üreticilerin Büyük Etkisi","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
36,"28 Mart Altın Fiyatları: Küresel Etkilerle Belirsiz Hafta Sonu","Genel","Siyaset","Siyaset","Siyaset",false,false,false
37,"Son dakika... Ünlülere uyuşturucu soruşturması! Hande Erçel'in ifadesine ulaşıldı","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
38,"Sancaktepe'de korkunç olay! Yol kenarında yeni doğmuş bebek cesedi bulundu","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
39,"MHP lideri Bahçeli'den Yönter'in istifasına ilişkin ilk açıklama: Küskünlük yok","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
40,"Polis Ölümü Davası: Muayene İstasyonu Çalışanlarına 14 Yıl İstemi","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
41,"Araç muayene istasyonunda polisin hayatını kaybettiği kavgada istenen cezalar belli oldu","Genel","Siyaset","Siyaset","Siyaset",false,false,false
42,"Dışişleri Sözcüsü Bilgiç: Türkiye'nin kimseden tarih dersi almaya ihtiyacı yoktur","Siyaset","Siyaset","Siyaset","Siyaset",true,true,true
43,"İSİPAB’ın İsveç tepkisinde Türkiye vurgusu","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
44,"Türkiye'den Fransa'ya Sert Tarih Dersi Yanıtı","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
45,"Konsol Fiyatları Rekor Kırıyor: PS5 Pro 900 Doları Aştı!","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
46,"Samsung, Galaxy S28 Serisi İçin Exynos 2800 Çipini Geliştiriyor","Teknoloji","Dünya","Dünya","Dünya",false,false,false
47,"Meta’ya çocuk güvenliği şoku: 375 milyon dolarlık ceza kesildi, şimdi gözler daha büyük davada","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
48,"Çöpe giden bebek bezlerinden yeni bez üretecekler: Japonya’dan dünyanın atık sorununa dikkat çeken yeni çözüm","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
49,"NASA’nın Ay planında büyük değişiklik: Yörünge istasyonu iptal, hedef Ay’da kalıcı üs","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
50,"TEKNOFEST: İklim ve Kutup Yarışmalarına Son Başvuru Günü!","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
51,"Cumhurbaşkanını görmek için 6 çocuğuyla Fransa’dan geldi","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
52,"Türkiye'de 2G ve 3G Ağları Kapanıyor: Eski Telefonlar Etkilenecek","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
53,"Motorola Türkiye Pazarına Geri Döndü: Hepsiburada ile Stratejik Adım","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
54,"A101 Galaxy S25 Satıyor! Hem de Uygun Fiyata!","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
55,"Samsung Exynos 2800 Ufukta Göründü","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
56,"Samsung Galaxy Buds 4 Pro Satış Rekorları Kırıyor","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
57,"Siri'ye Rakip Yapay Zekalar Geliyor: iPhone Kullanıcıları Seçebilecek","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
58,"Mini Atom Saati Savunmayı Dönüştürüyor: İHA'lara Hassasiyet","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
59,"iPhone kullanıcılarını kızdıran klavye sorunu için beklenen adım geldi","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
60,"APP PLAKA YENİLEME SÜRESİ UZATILDI MI? APP plakalar için son tarih…","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
61,"Playstation 5 Fiyatlarına Büyük Zam Geldi!","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
62,"5G Destekli Akıllı Yol! Ulaştırma Bakanı’na 5G ve Starlink’i Sorduk!","Teknoloji","Dünya","Dünya","Dünya",false,false,false
63,"Apple, Kilit Tasarımcılarını Tutmak İçin Yarım Milyon Dolarlık Prim Dağıtıyor","Ekonomi","Genel","Genel","Genel",false,false,false
64,"Kalın: Türkiye, Bölgesel Savaşı Önlemek İçin Yoğun Çaba Harcadı","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
65,"CNN Ekibine Batı Şeria'da İsrail Şiddeti: Yerleşimci-Asker Bağı Deşifre","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
66,"Öğrencisi Olmayan Okula 6 Öğretmen Ataması: Kaynak İsrafı Alarmı","Genel","Teknoloji","Teknoloji","Teknoloji",false,false,false
67,"Batı Şeria'da Şok: İsrail Askerleri CNN Ekibine Saldırdı","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
68,"Musk Duyurdu: Yeni, Gizemli Tesla Modeli Yolda","Teknoloji","Dünya","Dünya","Dünya",false,false,false
69,"Anne Zuhal Kalaycıoğlu’nun ifadesi ortaya çıktı!","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
70,"İşgal altındaki Batı Şeria'da CNN ekibine İsrail şiddeti! 'Boğazını sıkıp yere yatırdılar'","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
71,"Kuvvetli rüzgar kenti savaş alanına çevirdi! Çatılar uçtu, ağaçlar devrildi","Genel","Siyaset","Siyaset","Siyaset",false,false,false
72,"Yüksek Faiz Sigortacılık Karlarını Artırıyor; Kasko Riski Sürüyor","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
73,"F1 Japonya GP: Antonelli Pole'de, Zafere Göz Kırpıyor","Genel","Siyaset","Siyaset","Siyaset",false,false,false
74,"Alperen Şengün'den Rockets'a kritik galibiyet katkısı","Genel","Siyaset","Siyaset","Siyaset",false,false,false
75,"Torreira'dan transfer itirafı!","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
76,"""İyi basketbol oynamıyoruz""","Teknoloji","Teknoloji","Teknoloji","Teknoloji",true,true,true
77,"""Çok çetin ve çekişmeli bir maç olacak""","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
78,"Fenerbahçe Beko'ya Evinde Ağır Darbe: Play-Off Şansı Azalıyor","Spor","Siyaset","Siyaset","Siyaset",false,false,false
79,"İlkay Gündoğan'dan G.Saray İtirafı: 'En Büyük Hayalim'","Spor","Teknoloji","Teknoloji","Teknoloji",false,false,false
80,"Süper Lig'in En Pahalı Transferleri: Beklentiler Karşılandı mı?","Spor","Siyaset","Siyaset","Siyaset",false,false,false
81,"Trabzonspor'da Galatasaray mesaisi!","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
82,"Galatasaray hazırlıklarını sürdürdü","Spor","Siyaset","Siyaset","Siyaset",false,false,false
83,"A Milli Takım'da Semih Kılıçsoy kararı!","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
84,"Süper Lig Dev Derbisi: Galatasaray-Fenerbahçe Tarihi Belli Oldu","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
85,"Kupa Çeyrek Final Programı Açıklandı: İşte Maç Tarihleri!","Spor","Dünya","Dünya","Dünya",false,false,false
86,"Arda Güler'den Şık Asist: Milli Takım'a 5 Gole Katkı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
87,"Beşiktaş’ta derbi hazırlıkları sürüyor","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
88,"Romanya acı çekti!","Spor","Siyaset","Siyaset","Siyaset",false,false,false
89,"""Eğer Galatasaray'ın hocası olsaydım...""","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
90,"Kayserispor ve Amedspor'a FIFA'dan Transfer Yasağı","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
91,"Ferdi'den Rekor Gol: Milli Takım Pas Makinesi","Spor","Siyaset","Siyaset","Siyaset",false,false,false
92,"Okan Buruk'tan Rekor Hamlesi: Avrupa Devlerine Kapı Kapattı","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
93,"Montella, tabuları yıka yıka gidiyor!","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
94,"Filede play-off maçları başlıyor!","Spor","Siyaset","Siyaset","Siyaset",false,false,false
95,"Potada haftanın programı belli oldu!","Spor","Siyaset","Siyaset","Siyaset",false,false,false
96,"Hornets, Knicks'in 7 Maçlık Galibiyet Serisine Nokta Koydu","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
97,"F1 Japonya GP: Sezonun Üçüncü Heyecanı Başlıyor","Spor","Siyaset","Siyaset","Siyaset",false,false,false
98,"PFDK'dan 5 Süper Lig Kulübüne Para Cezası Şoku","Spor","Siyaset","Siyaset","Siyaset",false,false,false
99,"""Bırakalım artık onlar düşünsün""","Genel","Siyaset","Siyaset","Siyaset",false,false,false
100,"İşte play-off turu final eşleşmeleri!","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
101,"Büyükler Türkiye Kupası Kürek Yarışları","Spor","Siyaset","Siyaset","Siyaset",false,false,false
102,"KBSL Final Heyecanı Başlıyor: Fenerbahçe vs Galatasaray","Spor","Siyaset","Siyaset","Siyaset",false,false,false
103,"Gaziantep Basketbol: Liderlik Koltuğu İçin Geri Sayım Başladı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
104,"Dövüşten CrossFit'e: Tebaa Onar'ın Madalya Avı Hız Kesmiyor","Spor","Siyaset","Siyaset","Siyaset",false,false,false
105,"Milli badmintoncu Beril'in hedefi Avrupa'da kürsü","Spor","Siyaset","Siyaset","Siyaset",false,false,false
106,"Haymana Spor'da Turkcell Kadın Futbol Süper Ligi mutluluğu","Spor","Siyaset","Siyaset","Siyaset",false,false,false
107,"Zeren Spor'da ""play-off"" motivasyonu","Spor","Teknoloji","Teknoloji","Teknoloji",false,false,false
108,"Antonelli F1 Japonya'da Pole'de: Yarışa İlk Sıradan Başlayacak","Spor","Siyaset","Siyaset","Siyaset",false,false,false
109,"Rockets, Grizzlies'i Deplasmanda Devirdi: 119-109","Spor","Ekonomi","Ekonomi","Ekonomi",false,false,false
110,"Galatasaray'a 1.4 Milyon TL Para Cezası Kesinleşti","Spor","Siyaset","Siyaset","Siyaset",false,false,false
111,"Emircan Haney dünyada yılın en iyi okçusu seçildi","Spor","Siyaset","Siyaset","Siyaset",false,false,false
112,"AA Genel Müdür Yardımcısı Peru, ""1920 Koşusu""nun anlam ve önemine vurgu yaptı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
113,"Gazze Şeridi’nde iki yıl süren İsrail saldırılarının ardından ilk kez maraton düzenlendi","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
114,"Süper Lig: 29-31. Hafta Maç Programı Açıklandı","Spor","Teknoloji","Teknoloji","Teknoloji",false,false,false
115,"Semih Kılıçsoy, A Milli Takım Kadrosundan Ümitler'e Kaydırıldı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
116,"Türk Futbolu 2025-26 Sezonuna Hazır: Lisanslar Dağıtıldı!","Spor","Siyaset","Siyaset","Siyaset",false,false,false
117,"ZTK Çeyrek Final Takvimi Netleşti!","Spor","Siyaset","Siyaset","Siyaset",false,false,false
118,"Zalgiris'in yıldızı Francisco'dan Fenerbahçe Beko için ""kardeş takım"" benzetmesi","Spor","Siyaset","Siyaset","Siyaset",false,false,false
119,"FIVB Kar Voleybolu Dünya Turu Uludağ'da başladı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
120,"Milli judocular Hırvatistan'da tatamiye çıkacak","Spor","Ekonomi","Ekonomi","Ekonomi",false,false,false
121,"Milli Takım'ın Dünya Kupası Final Rakibi: Kosova'nın Büyük Hayali","Spor","Siyaset","Siyaset","Siyaset",false,false,false
122,"Antalya'da 13. Uluslararası Muaythai Kupası Başladı","Spor","Genel","Genel","Genel",false,false,false
123,"Nilüfer Hentbol, Avrupa Yarı Finali İçin Macaristan'da Ter Dökecek","Spor","Siyaset","Siyaset","Siyaset",false,false,false
124,"Engelleri havuzda aşan milli yüzücü, 4 yılda uluslararası 11 madalya kazandı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
125,"Trabzon Büyükşehir Belediyesi Ampute Futbol Takımı'nda hedef ""ilk 2""","Spor","Siyaset","Siyaset","Siyaset",false,false,false
126,"Bursaspor ve Batman Petrolspor 1. Lig'e yakın","Spor","Teknoloji","Teknoloji","Teknoloji",false,false,false
127,"Antalya, Milli Takımların Kamp Merkezi Haline Geliyor","Spor","Dünya","Dünya","Dünya",false,false,false
128,"Milli Takım Dünya Kupası Yolunda: Romanya Maçı Dünya Gündeminde","Spor","Siyaset","Siyaset","Siyaset",false,false,false
129,"Konferans Ligi Çeyrek Finalistleri Belli Oldu: Devler Sahada!","Spor","Siyaset","Siyaset","Siyaset",false,false,false
130,"Potanın Perileri Dünya Kupası'nı garantiledi","Spor","Siyaset","Siyaset","Siyaset",false,false,false
131,"Galatasaray, İngiltere'ye avantajla gidiyor","Spor","Siyaset","Siyaset","Siyaset",false,false,false
132,"Süper Lig'de yeni sezon 14 Ağustos'ta başlayacak","Spor","Siyaset","Siyaset","Siyaset",false,false,false
133,"Futbol Tarihi Değişiyor: 48 Takımlı Dünya Kupası'na Son 100 Gün","Spor","Siyaset","Siyaset","Siyaset",false,false,false
134,"12 Dev Adam'dan Sırbistan'a Kritik Darbe: Dünya Kupası Yolunda Önemli Adım","Spor","Siyaset","Siyaset","Siyaset",false,false,false
135,"Alperen Şengün İkinci Kez NBA All-Star Maçında","Spor","Siyaset","Siyaset","Siyaset",false,false,false
136,"Samsunspor'da Thomas Reis dönemi sona erdi","Spor","Siyaset","Siyaset","Siyaset",false,false,false
137,"TBF, Ergin Ataman'a yapılan saldırı için inceleme istedi","Spor","Teknoloji","Teknoloji","Teknoloji",false,false,false
138,"TFF'den statlardaki küfre karşı kampanya","Spor","Siyaset","Siyaset","Siyaset",false,false,false
139,"NBA All-Star İlk Beşleri Açıklandı: LeBron'un Serisi Bitti","Spor","Siyaset","Siyaset","Siyaset",false,false,false
140,"Galatasaray, Süper Kupa'da Fark Attı: İlk Finalist Oldu","Spor","Siyaset","Siyaset","Siyaset",false,false,false
141,"Futbolda Ara Transfer Dönemi Yarın Başlıyor","Spor","Spor","Spor","Spor",true,true,true
142,"Milli sporcular bu yılki başarılarıyla Türkiye'nin gururu oldu","Spor","Siyaset","Siyaset","Siyaset",false,false,false
143,"Bakan Bak, Alperen Şengün ve Adem Bona'ya destek istedi","Spor","Siyaset","Siyaset","Siyaset",false,false,false
144,"Fransız tenisçi Quentin Folliot, 20 yıl men cezası aldı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
145,"Galatasaray Monaco'da Mağlup: Şampiyonlar Ligi'nde Son Hafta Hüsranı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
146,"Süper Lig Devlerinin Sosyal Medya Takipçileri 82 Milyona Ulaştı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
147,"Milli Para Sporculardan Uluslararası Arenada Rekor Madalya Sağanağı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
148,"Tahkim Kurulu, bahisten ceza alan 35 futbolcunun itirazlarını reddetti","Spor","Siyaset","Siyaset","Siyaset",false,false,false
149,"Derbiyi Yasin Kol yönetecek","Spor","Teknoloji","Teknoloji","Teknoloji",false,false,false
150,"Hatayspor, 1021 gün sonra yuvaya dönüyor","Spor","Siyaset","Siyaset","Siyaset",false,false,false
151,"Dünya Kupası Play-Off: Türkiye'nin İlk Rakibi Romanya!","Spor","Siyaset","Siyaset","Siyaset",false,false,false
152,"Galatasaraylılara Ağır Bahis Cezası: Elmalı ve Baltacı Kadro Dışı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
153,"Fenerbahçe Derbiyi Kazandı: Liderle Fark 4'e İndi","Spor","Siyaset","Siyaset","Siyaset",false,false,false
154,"Milli yüzücü Şahika Ercümen Gazze için nefes tuttu, dünya rekoru kırdı","Spor","Siyaset","Siyaset","Siyaset",false,false,false
155,"Dünya Kupası Avrupa Elemelerinde rakip Bulgaristan","Spor","Siyaset","Siyaset","Siyaset",false,false,false
156,"TMSF dört ticari ve iktisadi bütünlüğü satışa çıkardı","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
157,"Hazine ve Maliye'den Bakan Şimşek Ortaklık İddiasına Ret","Siyaset","Siyaset","Siyaset","Siyaset",true,true,true
158,"Deprem Bölgesi Esnafına TESK-UNDP Desteği: Üretim Kapasitesi Artıyor","Genel","Genel","Genel","Genel",true,true,true
159,"Çekerek Sürayyabey Barajı Doluluğu İki Kat Arttı: Bölgeye Can Suyu","Genel","Siyaset","Siyaset","Siyaset",false,false,false
160,"Küresel enerji piyasaları ABD-İsrail ile İran savaşının 4. haftasında dalgalı seyrini koruyor","Dünya","Teknoloji","Teknoloji","Teknoloji",false,false,false
161,"Hürmüz kriziyle yükselen petrol fiyatları büyük enerji şirketlerinin kar beklentilerini artırdı","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
162,"Yeterlilik belgesi zorunluluğu getirilen 40 meslek arasında ""dijital ve yeni meslekler"" dikkati çekiyor","Genel","Siyaset","Siyaset","Siyaset",false,false,false
163,"Hatay'dan Dünya Pazarına: Otomotiv Filtreleri 14 Ülkeye İhraç Ediliyor","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
164,"DÜ'den Çiftçiye Akıllı Su Projesi: Verimlilik Artacak","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
165,"AB, El Sanatları ve Endüstriyel Ürünlere Coğrafi İşaret Koruması Getirdi","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
166,"Maliye, geçen yıl vatandaşların vergiye ilişkin 1,1 milyona yakın sorusuna yanıt verdi","Ekonomi","Ekonomi","Ekonomi","Ekonomi",true,true,true
167,"Krema görünümlü ürünlerin etiketlerine ""kremsos"" yazılacak","Genel","Siyaset","Siyaset","Siyaset",false,false,false
168,"TPAO'nun 2 şehirdeki bazı sahaları için kamulaştırma kararı alındı","Ekonomi","Dünya","Dünya","Dünya",false,false,false
169,"Vergi Cezalarında Uzlaşma Yetkileri Güncellendi","Ekonomi","Teknoloji","Teknoloji","Teknoloji",false,false,false
170,"Portekiz'den Akaryakıt İndirimine Süresiz Devam Kararı","Dünya","Dünya","Dünya","Dünya",true,true,true
171,"Rusya'dan Benzin İhracatına 1 Nisan Yasağı","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
172,"Fransa’da hükümetten yakıt fiyatlarındaki artıştan etkilenen sektörlere 70 milyon avro yardım","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
173,"Ticaret Bakanı Bolat, AYMOD Uluslararası Ayakkabı Moda Fuarı'nda konuştu: Türkiye olarak ön açıcı olduk","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
174,"Bu hafta yatırım araçlarının performansı","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
175,"BIST 100 Günü Hafif Düşüşle Kapattı: Piyasalarda Son Durum","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
176,"AB'de Stagflasyon Alarmı: Orta Doğu Gerilimi Ekonomiyi Vuruyor","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
177,"Çiftçilere 8.7 Milyar Lira Tarımsal Destek Ödemesi Başladı","Ekonomi","Dünya","Dünya","Dünya",false,false,false
178,"60 saniyede ekonomide bugün (27 Mart 2026)","Ekonomi","Ekonomi","Ekonomi","Ekonomi",true,true,true
179,"Finansal kesim dışındaki firmaların net döviz açığı ocakta arttı","Ekonomi","Ekonomi","Ekonomi","Ekonomi",true,true,true
180,"Kiracının bildirim yapmadan kira sözleşmesini feshi haksız bulundu","Genel","Siyaset","Siyaset","Siyaset",false,false,false
181,"Türkiye Zirvede: Haftalık 41 Saat Çevrimiçi Medya Tüketimi","Teknoloji","Dünya","Dünya","Dünya",false,false,false
182,"Vergi Asistanı GİBİ ve VİMER'den Milyonlara Dijital Destek","Teknoloji","Siyaset","Siyaset","Siyaset",false,false,false
183,"Marketlerde Yeni Dönem: Krema Yerine Artık 'Kremsos' Etiketi","Genel","Dünya","Dünya","Dünya",false,false,false
184,"Bakan Bolat'tan DTÖ Bakanlar Konferansı'nda yoğun diplomasi trafiği","Siyaset","Siyaset","Siyaset","Siyaset",true,true,true
185,"AB, gümrük sisteminde reforma hazırlanıyor","Dünya","Siyaset","Siyaset","Siyaset",false,false,false
186,"Gümrük ve orman muhafaza memurları ücretsiz ulaşımdan yararlanmayı sürdürecek","Genel","Siyaset","Siyaset","Siyaset",false,false,false
187,"Rekor Şubat Yağışı HES'leri Enerji Üretiminde Zirveye Taşıdı","Genel","Siyaset","Siyaset","Siyaset",false,false,false
188,"Petrol Piyasasında Kırılganlık Sürüyor: Rezervler Yetmiyor mu?","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
189,"KOBİ'lere Dijital Oyun Desteği: 5 Yılda 2.3 Milyar TL'yi Aştı","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
190,"TEFAS dışı hisse senedi serbest fonlarına tevkifat düzenlemesi","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
191,"Altının gramı 6 bin 389 liradan işlem görüyor","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
192,"Yatırım fonlarına yeni vergi düzenlemesi","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
193,"Tapu İşlemlerinde Yeni Dönem: 30 Milyon TL Üstüne Avukat Şartı","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
194,"Ortadoğu Gerilimi Almanya'da Elektrik Fiyatlarını Yükseltti","Dünya","Dünya","Dünya","Dünya",true,true,true
195,"TCMB Rezervlerinde Sert Düşüş: 177,5 Milyar Dolara İndi","Ekonomi","Ekonomi","Ekonomi","Ekonomi",true,true,true
196,"KKM bakiyesi 1,5 milyar liraya geriledi","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
197,"Otomotiv ihracatı 41,5 milyar dolarla rekor tazeledi","Ekonomi","Dünya","Dünya","Dünya",false,false,false
198,"Su ürünleri sektörü 2026'da yeni rekor bekliyor","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
199,"Genç İstihdamına Yeni Destek Yolda: Ücret ve Prim Karşılanacak","Ekonomi","Siyaset","Siyaset","Siyaset",false,false,false
200,"Vergi Kaçağına Darbe: 29 Bin Bandrol Denetimi Yapıldı","Ekonomi","Dünya","Dünya","Dünya",false,false,false
